Line id,Arabic text,Translation
,وَأَسْكَنْتَنِيْ فِيْ ظُلُمَاتٍ ثَلاثٍ,And placed me in three layers of darkness
,بَيْنَ لَحْمٍ وَدَمٍ وَجِلْدٍ,"Between flesh, blood, and skin"
,لَمْ تُشْهِدْنِيْ خَلْقِيْ,You did not make me witness my creation
,وَلَمْ تَجْعَلْ إِلَيَّ شَيْئًا مِنْ أَمْرِيْ,And did not entrust any of my affairs to me
,ثُمَّ أَخْرَجْتَنِيْ لِلَّذِيْ سَبَقَ لِيْ مِنَ الْهُدىٰ,Then You brought me forth for the guidance that had preceded for me
,إِلَى الدُّنْيَا تَامًّا سَوِيًّا,"Into the world, perfect and sound"
,وَحَفِظْتَنِيْ فِيْ الْمَهْدِ طِفْلًا صَبِيًّا,And You protected me in the cradle as a small child
,وَرَزَقْتَنِيْ مِنَ الْغِذَاءِ لَبَنًا مَرِيًّا,And provided me with wholesome milk as sustenance
,وَعَطَفْتَ عَلَيَّ قُلُوبَ الْحَوَاضِنِ,And endeared me to the hearts of nurses
,وَكَفَّلْتَنِيْ الْأُمَّهَاتِ الرَّوَاحِمَ,And entrusted me to compassionate mothers
,وَكَلَأْتَنِيْ مِنْ طَوَارِقِ الْجَانِّ,And guarded me from the harm of jinn
,وَسَلَّمْتَنِيْ مِنَ الزِّيَادَةِ وَالنُّقْصَانِ,And kept me safe from excess and deficiency
,فَتَعَالَيْتَ يَا رَحِيمُ يَا رَحْمٰنُ,"Exalted are You, O Merciful, O Compassionate"
,حَتَّىٰ إِذَا اسْتَهْلَلْتُ نَاطِقًا بِالْكَلامِ,Until when I began to speak
,أَتْمَمْتَ عَلَيَّ سَوَابِغَ الْإِنْعَامِ,You completed for me Your abundant blessings
,وَرَبَّيْتَنِيْ زَائِدًا فِيْ كُلِّ عَامٍ,And raised me increasing in growth each year
,حَتَّىٰ إِذَا اكْتَمَلَتْ فِطْرَتِيْ,Until when my nature was perfected
,وَاعْتَدَلَتْ مِرَّتِيْ,And my strength was balanced
,أَوْجَبْتَ عَلَيَّ حُجَّتَكَ,You made Your proof incumbent upon me
,بِأَنْ أَلْهَمْتَنِيْ مَعْرِفَتَكَ,By inspiring in me knowledge of You
,وَرَوَّعْتَنِيْ بِعَجَائِبِ حِكْمَتِكَ,And amazed me with the wonders of Your wisdom
,وَأَيْقَظْتَنِيْ لِمَا ذَرَأْتَ فِيْ سَمَائِكَ وَأَرْضِكَ,And awakened me to what You have spread in Your heavens and Your earth
,مِنْ بَدَائِعِ خَلْقِكَ,Of the marvels of Your creation
,وَنَبَّهْتَنِيْ لِشُكْرِكَ وَذِكْرِكَ,And alerted me to thank You and remember You
,وَأَوْجَبْتَ عَلَيَّ طَاعَتَكَ وَعِبَادَتَكَ,And made obligatory upon me Your obedience and worship
,وَفَهَّمْتَنِيْ مَا جَاءَتْ بِهِ رُسُلُكَ,And made me understand what Your messengers brought
,وَيَسَّرْتَ لِيْ تَقَبُّلَ مَرْضَاتِكَ,And made easy for me to accept what pleases You
,وَمَنَنْتَ عَلَيَّ فِيْ جَمِيعِ ذٰلِكَ,And bestowed favor upon me in all of that
,بِعَوْنِكَ وَلُطْفِكَ,With Your help and kindness
,ثُمَّ إِذْ خَلَقْتَنِيْ مِنْ خَيْرِ الثَّرىٰ,"Then, since You created me from the best soil"
,لَمْ تَرْضَ لِيْ يَا إِلٰهِيْ نِعْمَةً دُوْنَ أُخْرىٰ,"You were not satisfied, my God, with one blessing instead of another"
,وَرَزَقْتَنِيْ مِنْ أَنْوَاعِ الْمَعَاشِ,And You provided me with various means of livelihood
,وَصُنُوفِ الرِّيَاشِ,And different kinds of sustenance
,بِمَنِّكَ الْعَظِيمِ الْأَعْظَمِ عَلَيَّ,Through Your immense greatest favor upon me
,وَإِحْسَانِكَ الْقَدِيمِ إِلَيَّ,And Your eternal goodness toward me
,حَتَّىٰ إِذَا أَتْمَمْتَ عَلَيَّ جَمِيعَ النِّعَمِ,Until when You completed all blessings for me
,وَصَرَفْتَ عَنِّيْ كُلَّ النِّقَمِ,And averted from me all misfortunes
,لَمْ يَمْنَعْكَ جَهْلِيْ وَجُرْأَتِيْ عَلَيْكَ,My ignorance and boldness toward You did not prevent You
,أَنْ دَلَلْتَنِيْ إِلَى مَا يُقَرِّبُنِيْ إِلَيْكَ,From guiding me to what would bring me near to You
,وَوَفَّقْتَنِيْ لِمَا يُزْلِفُنِيْ لَدَيْكَ,And giving me success in what would bring me close to You
,فَإِنْ دَعَوْتُكَ أَجَبْتَنِيْ,"If I call upon You, You answer me"
,وَإِنْ سَأَلْتُكَ أَعْطَيْتَنِيْ,"And if I ask of You, You give me"
,وَإِنْ أَطَعْتُكَ شَكَرْتَنِيْ,"And if I obey You, You thank me"
,وَإِنْ شَكَرْتُكَ زِدْتَنِيْ,"And if I thank You, You give me more"
,كُلُّ ذٰلِكَ إِكْمَالٌ لِأَنْعُمِكَ عَلَيَّ,All of that is a completion of Your blessings upon me
,وَإِحْسَانِكَ إِلَيَّ,And Your goodness toward me
,فَسُبْحَانَكَ سُبْحَانَكَ,"So glory be to You, glory be to You"
,مِنْ مُبْدِئٍ مُعِيدٍ,"The Originator, the Restorer"
,حَمِيدٍ مَجِيدٍ,"The Praiseworthy, the Glorious"
,وَتَقَدَّسَتْ أَسْمَاؤُكَ,Holy are Your names
,وَعَظُمَتْ آلاَؤُكَ,And great are Your favors
,فَأَيُّ نِعَمِكَ يَا إِلٰهِيْ أُحْصِيْ عَدَدًا وَذِكْرًا,"So which of Your blessings, my God, can I count in number and mention?"
,أَمْ أَيُّ عَطَايَاكَ أَقُومُ بِهَا شُكْرًا,Or which of Your gifts can I adequately thank You for?
,وَ هِيَ يَا رَبِّ أَكْثَرُ مِنْ أَنْ يُحْصِيهَا الْعَادُّوْنَ,"They are, O Lord, more than can be counted by those who count"
,أَوْ يَبْلُغَ عِلْمًا بِهَا الْحَافِظُونَ,Or than can be fully comprehended by those who remember
,ثُمَّ مَا صَرَفْتَ وَدَرَأْتَ عَنِّي,Then what You have averted and removed from me
,اَللّٰهُمَّ مِنَ الضُّرِّ وَالضَّرَّاءِ,"O Allah, of harm and difficulty"
,أَكْثَرُ مِمَّا ظَهَرَ لِيْ مِنَ الْعَافِيَةِ وَالسَّرَّاءِ,Is more than what has appeared to me of well-being and ease
,وَأَنَا أَشْهَدُ يَا إِلٰهِيْ بِحَقِيقَةِ إِيمَانِيْ,"And I bear witness, my God, with the reality of my faith"
,وَعَقْدِ عَزَمَاتِ يَقِينِيْ,And the firm conviction of my certainty
,وَخَالِصِ صَرِيحِ تَوْحِيدِيْ,And the sincerity of my declaration of Your Oneness
,وَبَاطِنِ مَكْنُونِ ضَمِيرِيْ,And the hidden depths of my conscience
,وَعَلائِقِ مَجَارِيْ نُوْرِ بَصَرِيْ,And the attachments of the channels of my sight's light
,وَأَسَارِيرِ صَفْحَةِ جَبِينِيْ,And the lines on the page of my forehead
,وَخُرْقِ مَسَارِبِ نَفْسِيْ,And the pathways of my breath's passages
,وَخَذَارِيفِ مَارِنِ عِرْنِينِيْ,And the cartilage of the soft part of my nose
,وَمَسَارِبِ سِمَاخِ سَمْعِيْ,And the canals of my hearing's sense
,وَمَا ضُمَّتْ وَأَطْبَقَتْ عَلَيْهِ شَفَتَايَ,And what my lips press together and close upon
,وَحَرَكَاتِ لَفْظِ لِسَانِيْ,And the movements of my tongue's utterances
,وَمَغْرَزِ حَنَكِ فَمِيْ وَفَكِّي,And the socket of my mouth and jaw
,وَمَنَابِتِ أَضْرَاسِيْ,And the arrangement of my teeth
,وَمَسَاغِ مَطْعَمِيْ وَمَشْرَبِيْ,And the passages of my food and drink
,وَحِمَالَةِ أُمِّ رَأْسِيْ,And the carrier of my head's core
,وَبُلُوعِ فَارِغِ حَبَائِلِ عُنُقِيْ,And what is contained in the passages of my neck
,وَمَا اشْتَمَلَ عَلَيْهِ تَامُورُ صَدْرِيْ,And what is encompassed by the covering of my chest
,وَحَمَائِلِ حَبْلِ وَتِينِيْ,And the carriers of my aorta
,وَنِيَاطِ حِجَابِ قَلْبِيْ,And the places where my heart's veil is attached
,وَأَفْلاَذِ حَوَاشِيْ كَبِدِيْ,And the pieces of my liver's edges
,وَمَا حَوَتْهُ شَرَاسِيفُ أَضْلاَعِيْ,And what is contained by the cartilages of my ribs
,وَحِقَاقُ مَفَاصِلِيْ,And the joints of my limbs
,وَقَبْضُ عَوَامِلِيْ,And the contraction of my muscles
,وَأَطْرَافُ أَنَامِلِيْ,And the tips of my fingers
,وَلَحْمِيْ وَدَمِيْ,And my flesh and my blood
,وَشَعْرِيْ وَبَشَرِيْ,And my hair and my skin
,وَعَصَبِيْ وَقَصَبِيْ,And my nerves and my bones
,وَعِظَامِيْ وَمُخِّى وَعُرُوقِيْ,And my bones and my marrow and my veins
,وَجَمِيعُ جَوَارِحِيْ,And all my organs
,وَمَا انْتَسَجَ عَلَى ذٰلِكَ أَيَّامَ رِضَاعِيْ,And what was woven upon them during my nursing days
,وَمَا أَقَلَّتِ الْأَرْضُ مِنِّي,And what the earth carries of me
,وَنَوْمِيْ وَيَقْظَتِيْ وَسُكُونِيْ,And my sleep and my wakefulness and my stillness
,وَحَرَكَاتِ رُكُوعِيْ وَسُجُودِيْ,And the movements of my bowing and prostration
,أَنْ لَوْ حَاوَلْتُ وَاجْتَهَدْتُ مَدَى الْأَعْصَارِ,That if I tried and strove throughout all ages
,وَالْأَحْقَابِ لَوْ عُمِّرْتُهَا,"And epochs, were I to live them"
,أَنْ أُؤَدِّيَ شُكْرَ وَاحِدَةٍ مِنْ أَنْعُمِكَ,To offer thanks for one of Your blessings
,مَا اسْتَطَعْتُ ذٰلِكَ,I would not be able to do so
,إِلَّا بِمَنِّكَ الْمُوْجَبِ عَلَيَّ بِهِ شُكْرُكَ,Except with Your favor which again would impose upon me the obligation to thank You
,أَبَدًا جَدِيدًا,Forever anew
,وَثَنَاءً طَارِفًا عَتِيدًا,And with fresh and constant praise
,أَجَلْ وَلَوْ حَرَصْتُ,"Yes, and if I were to strive"
,أَنَا وَالْعَادُّونَ مِنْ أَنَامِكَ,I and the counters among Your creatures
,أَنْ نُحْصِيَ مَدَى إِنْعَامِكَ,To count the extent of Your blessings
,سَالِفِهِ وَ آنِفِهِ,Past and present
,مَا حَصَرْنَاهُ عَدَدًا,We could not enumerate them in number
,وَلَا أَحْصَيْنَاهُ أَمَدًا,Nor calculate their duration
,هَيْهَاتَ أَنَّىٰ ذٰلِكَ,How could that be?
,وَأَنْتَ الْمُخْبِرُ فِيْ كِتَابِكَ النَّاطِقِ,When You have declared in Your speaking Book
,وَالنَّبَأِ الصَّادِقِ,And truthful news
,وَإِنْ تَعُدُّوْا نِعْمَةَ اللَّهِ لَا تُحْصُوهَا,"""And if you count Allah's blessings, you cannot enumerate them"""
,صَدَقَ كِتَابُكَ اَللَّهُمَّ وَإِنْبَاؤُكَ,"True is Your Book, O Allah, and Your message"
,وَبَلَّغَتْ أَنْبِيَاؤُكَ وَرُسُلُكَ,And Your prophets and messengers conveyed
,مَا أَنْزَلْتَ عَلَيْهِمْ مِنْ وَحْيِكَ,What You sent down to them of Your revelation
,وَشَرَعْتَ لَهُمْ وَبِهِمْ مِنْ دِينِكَ,And what You legislated for them and through them of Your religion
,غَيْرَ أَنِّيْ يَا إِلٰهِيْ,"However, my God"
,أَشْهَدُ بِجُهْدِيْ وَجِدِّي,I bear witness with my effort and seriousness
,وَمَبْلَغِ طَاعَتِيْ وَوُسْعِيْ,And the extent of my ability and capacity
,وَأَقُولُ مُؤْمِنًا مُوقِنًا,And I say with faith and certainty
,اَلْحَمْدُلِلّٰهِ الَّذِيْ لَمْ يَتَّخِذْ وَلَدًا,Praise be to Allah who has not taken a son
,فَيَكُوْنَ مَوْرُوْثًا,So that He would be inherited from
,وَلَمْ يَكُنْ لَهُ شَرِيكٌ فِيْ مُلْكِهِ,And who has no partner in His dominion
,فَيُضَادَّهُ فِيْمَا ابْتَدَعَ,So that He would be opposed in what He creates
,وَلَا وَلِيٌّ مِنَ الذُّلِّ,And who has no protector due to weakness
,فَيُرْفِدَهُ فِيمَا صَنَعَ,So that He would be assisted in what He makes
,فَسُبْحَانَهُ سُبْحَانَهُ,"Glory be to Him, glory be to Him"
,لَوْ كَانَ فِيهِمَا آلِهَةٌ إِلَّا اللَّهُ لَفَسَدَتَا وَتَفَطَّرَتَا,"""If there had been in them (the heavens and earth) gods besides Allah, they would both have been ruined"""
,سُبْحَانَ اللَّهِ الْوَاحِدِ الْأَحَدِ الصَّمَدِ,"Glory be to Allah, the One, the Unique, the Eternal"
,اَلَّذِيْ لَمْ يَلِدْ وَلَمْ يُولَدْ,Who begets not and is not begotten
,وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ,And there is none comparable to Him
,اَلْحَمْدُلِلّٰهِ حَمْدًا يُعَادِلُ حَمْدَ مَلائِكَتِهِ الْمُقَرَّبِينَ,"Praise be to Allah, with praise that equals the praise of His close angels"
,وَأَنْبِيَائِهِ الْمُرْسَلِينَ,And His sent prophets
,وَصَلَّى اللَّهُ عَلَى خِيَرَتِهِ,And may Allah bless His chosen one
,مُحَمَّدٍ خَاتَمِ النَّبِيِّينَ,"Muhammad, the Seal of the Prophets"
,وَ آلِهِ الطَّيِّبِينَ الطَّاهِرِينَ الْمُخْلَصِينَ وَسَلَّمَ,"And his pure, purified, and sincere family, and give them peace"
,,
,اَللّٰهُمَّ اجْعَلْنِيْ أَخْشَاكَ كَأَنِّي أَرَاكَ,"O Allah, make me fear You as if I see You"
,وَأَسْعِدْنِيْ بِتَقْوَاكَ,And make me happy through piety toward You
,وَلَا تُشْقِنِيْ بِمَعْصِيَتِكَ,And do not make me unhappy through disobedience to You
,وَخِرْ لِيْ فِيْ قَضَائِكَ,And choose for me in Your decree
,وَبَارِكْ لِيْ فِيْ قَدَرِكَ,And bless me in Your destiny
,حَتَّىٰ لَاأُحِبَّ تَعْجِيلَ مَا أَخَّرْتَ,So that I do not wish to hasten what You have delayed
,وَلَا تَأْخِيرَ مَا عَجَّلْتَ,Or to delay what You have hastened
,اَللّٰهُمَّ اجْعَلْ غِنَايَ فِيْ نَفْسِيْ,"O Allah, place my self-sufficiency in my soul"
,وَالْيَقِينَ فِيْ قَلْبِيْ,And certainty in my heart
,وَالْإِخْلاَصَ فِيْ عَمَلِيْ,And sincerity in my actions
,وَالنُّوْرَ فِيْ بَصَرِيْ,And light in my sight
,وَالْبَصِيرَةَ فِيْ دِينِيْ,And insight in my religion
,وَمَتِّعْنِيْ بِجَوَارِحِيْ,And let me benefit from my faculties
,وَاجْعَلْ سَمْعِيْ وَبَصَرِيْ الْوَارِثَيْنِ مِنِّي,And make my hearing and sight my inheritors from me
,وَانْصُرْنِيْ عَلَى مَنْ ظَلَمَنِيْ,And help me against whoever wrongs me
,وَأَرِنِيْ فِيهِ ثَارِيْ وَمَارِبِيْ,And show me in him my revenge and my desire
,وَأَقِرَّ بِذٰلِكَ عَيْنِيْ,And by that comfort my eye
,اَللّٰهُمَّ اكْشِفْ كُرْبَتِيْ,"O Allah, remove my distress"
,وَاسْتُرْ عَوْرَتِيْ,And conceal my faults
,وَاغْفِرْ لِيْ خَطِيئَتِيْ,And forgive my sins
,وَاخْسَأْ شَيْطَانِيْ,And drive away my devil
,وَفُكَّ رِهَانِيْ,And release my pledge
,وَاجْعَلْ لِيْ يَا إِلٰهِيْ الدَّرَجَةَ الْعُلْيَا,"And grant me, my God, the highest rank"
,فِيْ الْآخِرَةِ وَالْأُولىٰ,In the Hereafter and in this world
,اَللّٰهُمَّ لَكَ الْحَمْدُ كَمَا خَلَقْتَنِيْ,"O Allah, to You belongs all praise for having created me"
,فَجَعَلْتَنِيْ سَمِيعًا بَصِيرًا,And made me hearing and seeing
,وَلَكَ الْحَمْدُ كَمَا خَلَقْتَنِيْ,And to You belongs all praise for having created me
,فَجَعَلْتَنِيْ خَلْقًا سَوِيًّا رَحْمَةً بِيْ,And made me a perfect creation as a mercy to me
,وَقَدْ كُنْتَ عَنْ خَلْقِيْ غَنِيًّا,While You had no need of my creation
,رَبِّ بِمَا بَرَأْتَنِيْ فَعَدَّلْتَ فِطْرَتِيْ,"My Lord, as You originated me and perfected my nature"
,رَبِّ بِمَا أَنْشَأْتَنِيْ فَأَحْسَنْتَ صُورَتِيْ,"My Lord, as You formed me and made my form beautiful"
,رَبِّ بِمَا أَحْسَنْتَ إِلَيَّ وَفِيْ نَفْسِيْ عَافَيْتَنِيْ,"My Lord, as You did good to me and granted me well-being in my soul"
,رَبِّ بِمَا كَلَأْتَنِيْ وَوَفَّقْتَنِيْ,"My Lord, as You protected me and gave me success"
,رَبِّ بِمَا أَنْعَمْتَ عَلَيَّ فَهَدَيْتَنِيْ,"My Lord, as You blessed me and guided me"
,رَبِّ بِمَا أَوْلَيْتَنِيْ وَمِنْ كُلِّ خَيْرٍ أَعْطَيْتَنِيْ,"My Lord, as You favored me and gave me of every good"
,رَبِّ بِمَا أَطْعَمْتَنِيْ وَسَقَيْتَنِيْ,"My Lord, as You fed me and gave me drink"
,رَبِّ بِمَا أَغْنَيْتَنِيْ وَأَقْنَيْتَنِيْ,"My Lord, as You enriched me and satisfied me"
,رَبِّ بِمَا أَعَنْتَنِيْ وَأَعْزَزْتَنِيْ,"My Lord, as You helped me and honored me"
,رَبِّ بِمَا أَلْبَسْتَنِيْ مِنْ سِتْرِكَ الصَّافِيْ,"My Lord, as You clothed me with Your pure covering"
,وَيَسَّرْتَ لِيْ مِنْ صُنْعِكَ الْكَافِيْ,And made easy for me Your sufficient making
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَأَعِنِّي عَلَى بَوَائِقِ الدُّهُورِ,And help me against the misfortunes of time
,وَصُرُوفِ اللَّيَالِيْ وَالْأَيَّامِ,And the calamities of nights and days
,وَنَجِّنِيْ مِنْ أَهْوَالِ الدُّنْيَا,And save me from the terrors of this world
,وَكُرُبَاتِ الْآخِرَةِ,And the distresses of the Hereafter
,وَاكْفِنِيْ شَرَّ مَا يَعْمَلُ الظَّالِمُوْنَ فِيْ الْأَرْضِ,And spare me from the evil of what the wrongdoers do in the earth
,اَللّٰهُمَّ مَا أَخَافُ فَاكْفِنِيْ,"O Allah, what I fear, suffice me against it"
,وَمَا أَحْذَرُ فَقِنِيْ,"And what I am wary of, protect me from it"
,وَفِيْ نَفْسِيْ وَدِينِيْ فَاحْرُسْنِيْ,"And in my soul and religion, guard me"
,وَفِيْ سَفَرِيْ فَاحْفَظْنِيْ,"And in my journey, protect me"
,وَفِيْ أَهْلِيْ وَمَالِيْ فَاخْلُفْنِيْ,"And in my family and property, be my deputy"
,وَفِيمَا رَزَقْتَنِيْ فَبَارِكْ لِيْ,"And in what You have provided me, bless me"
,وَفِيْ نَفْسِيْ فَذَلِّلْنِيْ,"And in my soul, humble me"
,وَفِيْ أَعْيُنِ النَّاسِ فَعَظِّمْنِيْ,"And in the eyes of people, make me great"
,وَمِنْ شَرِّ الْجِنِّ وَالْإِنْسِ فَسَلِّمْنِيْ,"And from the evil of jinn and mankind, deliver me"
,وَبِذُنُوبِيْ فَلَا تَفْضَحْنِيْ,"And for my sins, do not expose me"
,وَبِسَرِيرَتِيْ فَلَا تُخْزِنِيْ,"And for my inner thoughts, do not disgrace me"
,وَبِعَمَلِيْ فَلَا تَبْتَلِنِيْ,"And for my deeds, do not try me"
,وَنِعَمَكَ فَلَا تَسْلُبْنِيْ,"And of Your blessings, do not deprive me"
,وَإِلَى غَيْرِكَ فَلَا تَكِلْنِيْ,"And to other than You, do not entrust me"
,إِلٰهِيْ إِلَى مَنْ تَكِلُنِيْ,"My God, to whom would You entrust me?"
,إِلَى قَرِيبٍ فَيَقْطَعُنِيْ,To a relative who would cut me off?
,أَمْ إِلَى بَعِيدٍ فَيَتَجَهَّمُنِيْ,Or to a stranger who would treat me harshly?
,أَمْ إِلَى الْمُسْتَضْعِفِينَ لِيْ,Or to those who would consider me weak?
,وَأَنْتَ رَبِّي وَمَلِيكُ أَمْرِيْ,While You are my Lord and the Master of my affairs
,أَشْكُوْ إِلَيْكَ غُرْبَتِيْ وَبُعْدَ دَارِيْ,I complain to You of my exile and the distance of my abode
,وَهَوَانِيْ عَلَى مَنْ مَلَّكْتَهُ أَمْرِيْ,And my insignificance before the one whom You have given power over me
,إِلٰهِيْ فَلَا تُحْلِلْ عَلَيَّ غَضَبَكَ,"My God, do not send down upon me Your anger"
,فَإِنْ لَمْ تَكُنْ غَضِبْتَ عَلَيَّ فَلَا أُبَالِيْ سِوَاكَ,"If You are not angry with me, then I care not for anything else"
,سُبْحَانَكَ غَيْرَ أَنَّ عَافِيَتَكَ أَوْسَعُ لِيْ,"Glory be to You, but Your well-being is more expansive for me"
,فَأَسْأَلُكَ يَا رَبِّ بِنُوْرِ وَجْهِكَ,"So I ask You, O Lord, by the light of Your face"
,اَلَّذِيْ أَشْرَقَتْ لَهُ الْأَرْضُ وَالسَّمَاوَاتُ,By which the earth and heavens shine
,وَكُشِفَتْ بِهِ الظُّلُمَاتُ,And by which darknesses are dispelled
,وَصَلُحَ بِهِ أَمْرُ الْأَوَّلِينَ وَالْآخِرِينَ,And by which the affairs of the first and the last are set right
,أَنْ لَا تُمِيتَنِيْ عَلَى غَضَبِكَ,That You do not cause me to die while You are angry with me
,وَلَا تُنْزِلْ بِيْ سَخَطَكَ,And do not send down upon me Your wrath
,لَكَ الْعُتْبىٰ لَكَ الْعُتْبىٰ,"The plea is Yours, the plea is Yours"
,حَتَّىٰ تَرْضىٰ قَبْلَ ذٰلِكَ,"Until You are pleased, before that"
,لَا إِلٰهَ إِلَّا أَنْتَ,There is no god but You
,رَبَّ الْبَلَدِ الْحَرَامِ,Lord of the Sacred Land
,وَالْمَشْعَرِ الْحَرَامِ,And the Sacred Monument
,وَالْبَيْتِ الْعَتِيقِ,And the Ancient House
,اَلَّذِيْ أَحْلَلْتَهُ الْبَرَكَةَ,Which You have filled with blessing
,وَجَعَلْتَهُ لِلنَّاسِ أَمْنًا,And made a place of security for people
,يَا مَنْ عَفَا عَنْ عَظِيمِ الذُّنُوبِ بِحِلْمِهِ,O He who pardons great sins by His clemency
,يَا مَنْ أَسْبَغَ النَّعْمَاءَ بِفَضْلِهِ,O He who bestows blessings by His favor
,يَا مَنْ أَعْطَى الْجَزِيلَ بِكَرَمِهِ,O He who gives abundantly by His generosity
,يَا عُدَّتِيْ فِيْ شِدَّتِيْ,O my provision in my hardship
,يَا صَاحِبِيْ فِيْ وَحْدَتِيْ,O my companion in my solitude
,يَا غِيَاثِيْ فِيْ كُرْبَتِيْ,O my relief in my distress
,يَا وَلِيِّى فِيْ نِعْمَتِيْ,O my Guardian in my blessing
,يَا إِلٰهِيْ وَإِلٰهَ آبَائِي,O my God and the God of my fathers
,إِبْرَاهِيمَ وَإِسْمَاعِيلَ,Abraham and Ishmael
,وَإِسْحَاقَ وَيَعْقُوبَ,And Isaac and Jacob
