Line id,Arabic text,Translation
,اَلْبَشِيرِ النَّذِيرِ,"The bearer of good news, the warner"
,اَلسِّرَاجِ الْمُنِيرِ,The luminous lamp
,اَلَّذِيْ أَنْعَمْتَ بِهِ عَلَى الْمُسْلِمِينَ,With whom You blessed the Muslims
,وَجَعَلْتَهُ رَحْمَةً لِلْعَالَمِينَ,And whom You made a mercy to the worlds
,اَللّٰهُمَّ فَصَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send blessings upon Muhammad and the family of Muhammad"
,كَمَا مُحَمَّدٌ أَهْلٌ لِذٰلِكَ مِنْكَ يَا عَظِيمُ,"Just as Muhammad is worthy of that from You, O Magnificent"
,فَصَلِّ عَلَيْهِ وَعَلىٰ آلِهِ,So send blessings upon him and upon his family
,اَلْمُنْتَجَبِينَ الطَّيِّبِينَ الطَّاهِرِينَ أَجْمَعِينَ,"The chosen, pure, and purified ones, all of them"
,وَتَغَمَّدْنَا بِعَفْوِكَ عَنَّا,And envelop us with Your pardon of us
,فَإِلَيْكَ عَجَّتِ الْأَصْوَاتُ بِصُنُوفِ اللُّغَاتِ,For to You voices have risen with diverse languages
,فَاجْعَلْ لَنَا اللَّهُمَّ فِيْ هٰذِهِ الْعَشِيَّةِ,"So appoint for us, O Allah, in this evening"
,نَصِيبًا مِنْ كُلِّ خَيْرٍ تَقْسِمُهُ بَيْنَ عِبَادِكَ,A share of every good that You distribute among Your servants
,وَنُورٍ تَهْدِيْ بِهِ,And light by which You guide
,وَرَحْمَةٍ تَنْشُرُهَا,And mercy which You spread
,وَبَرَكَةٍ تُنْزِلُهَا,And blessing which You send down
,وَعَافِيَةٍ تُجَلِّلُهَا,And well-being which You clothe
,وَرِزْقٍ تَبْسُطُهُ,And provision which You extend
,يَا أَرْحَمَ الرَّاحِمِينَ,O Most Merciful of the merciful
,اَللّٰهُمَّ أَقْلِبْنَا فِيْ هٰذَا الْوَقْتِ,"O Allah, turn us in this time"
,مُنْجِحِينَ مُفْلِحِينَ,"Successful, prosperous"
,مَبْرُورِينَ غَانِمِينَ,"Blessed, and gaining"
,وَلَا تَجْعَلْنَا مِنَ الْقَانِطِينَ,And do not make us among the despairing
,وَلَا تُخْلِنَا مِنْ رَحْمَتِكَ,And do not empty us of Your mercy
,وَلَا تَحْرِمْنَا مَا نُؤَمِّلُهُ مِنْ فَضْلِكَ,And do not deprive us of what we hope for from Your bounty
,وَلَا تَجْعَلْنَا مِنْ رَحْمَتِكَ مَحْرُومِينَ,And do not make us deprived of Your mercy
,وَلَا لِفَضْلِ مَا نُؤَمِّلُهُ مِنْ عَطَائِكَ قَانِطِينَ,And not despairing of the bounty we hope for from Your giving
,وَلَا تَرُدَّنَا خَائِبِينَ,And do not turn us away disappointed
,وَلَا مِنْ بَابِكَ مَطْرُوْدِيْنَ,And not expelled from Your door
,يَا أَجْوَدَ الْأَجْوَدِيْنَ,O Most Generous of the generous
,وَأَكْرَمَ الْأَكْرَمِينَ,And Most Generous of the noble
,إِلَيْكَ أَقْبَلْنَا مُوقِنِينَ,To You we have come with certainty
,وَلِبَيْتِكَ الْحَرَامِ آمِّينَ قَاصِدِيْنَ,"And to Your Sacred House we have come, visiting with purpose"
,فَأَعِنَّا عَلَى مَنَاسِكِنَا,So help us with our rituals
,وَأَكْمِلْ لَنَا حَجَّنَا,And perfect for us our pilgrimage
,وَاعْفُ عَنَّا وَعَافِنَا,And pardon us and grant us well-being
,فَقَدْ مَدَدْنَا إِلَيْكَ أَيْدِيَنَا,For we have extended to You our hands
,فَهِيَ بِذِلَّةِ الَاعْتِرَافِ مَوْسُومَةٌ,And they are branded with the mark of humble admission
,اَللّٰهُمَّ فَأَعْطِنَا فِيْ هٰذِهِ الْعَشِيَّةِ مَا سَأَلْنَاكَ,"O Allah, give us in this evening what we have asked of You"
,وَاكْفِنَا مَا اسْتَكْفَيْنَاكَ,And spare us from what we have sought Your protection against
,فَلَا كَافِيَ لَنَا سِوَاكَ,For we have no protector besides You
,وَلَا رَبَّ لَنَا غَيْرُكَ,And no lord for us other than You
,نَافِذٌ فِينَا حُكْمُكَ,Your command operates upon us
,مُحِيطٌ بِنَا عِلْمُكَ,Your knowledge encompasses us
,عَدْلٌ فِينَا قَضَاؤُكَ,Your judgment concerning us is just
,اِقْضِ لَنَا الْخَيْرَ,Decree for us good
,وَاجْعَلْنَا مِنْ أَهْلِ الْخَيْرِ,And make us among the people of good
,اَللّٰهُمَّ أَوْجِبْ لَنَا بِجُودِكَ عَظِيمَ الْأَجْرِ,"O Allah, assign to us by Your generosity a great reward"
,وَكَرِيمَ الذُّخْرِ,And a noble treasure
,وَدَوَامَ الْيُسْرِ,And lasting ease
,وَاغْفِرْ لَنَا ذُنُوبَنَا أَجْمَعِينَ,And forgive us all our sins
,وَلَا تُهْلِكْنَا مَعَ الْهَالِكِينَ,And do not destroy us along with those who perish
,وَلَا تَصْرِفْ عَنَّا رَأْفَتَكَ وَرَحْمَتَكَ,And do not turn away from us Your kindness and mercy
,يَا أَرْحَمَ الرَّاحِمِينَ,O Most Merciful of the merciful
,اَللّٰهُمَّ اجْعَلْنَا فِيْ هٰذَا الْوَقْتِ مِمَّنْ سَأَلَكَ فَأَعْطَيْتَهُ,"O Allah, make us in this time among those who asked You and You gave them"
,وَشَكَرَكَ فَزِدْتَهُ,And thanked You and You increased them
,وَثَابَ إِلَيْكَ فَقَبِلْتَهُ,And turned to You and You accepted them
,وَتَنَصَّلَ إِلَيْكَ مِنْ ذُنُوبِهِ كُلِّهَا فَغَفَرْتَهَا لَهُ,And renounced all their sins before You and You forgave them
,يَا ذَا الْجَلالِ وَالْإِكْرَامِ,O Possessor of Majesty and Honor
,اَللّٰهُمَّ وَنَقِّنَا وَسَدِّدْنَا,"O Allah, purify us and make us upright"
,وَاقْبَلْ تَضَرُّعَنَا,And accept our humble entreaty
,يَا خَيْرَ مَنْ سُئِلَ,O Best of those who are asked
,وَيَا أَرْحَمَ مَنِ اسْتُرْحِمَ,And Most Merciful of those from whom mercy is sought
,يَا مَنْ لَا يَخْفىٰ عَلَيْهِ إِغْمَاضُ الْجُفُونِ,O He from whom the closing of eyelids is not hidden
,وَلَا لَحْظُ الْعُيُونِ,Nor the glance of eyes
,وَلَا مَا اسْتَقَرَّ فِيْ الْمَكْنُونِ,Nor what rests in the concealed
,وَلَا مَا انْطَوَتْ عَلَيْهِ مُضْمَرَاتُ الْقُلُوبِ,Nor what is enfolded in the secrets of hearts
,أَلَا كُلُّ ذٰلِكَ قَدْ أَحْصَاهُ عِلْمُكَ,"Verily, all of that Your knowledge has enumerated"
,وَوَسِعَهُ حِلْمُكَ,And Your forbearance has encompassed
,سُبْحَانَكَ وَتَعَالَيْتَ عَمَّا يَقُولُ الظَّالِمُوْنَ,Glory be to You and Exalted are You above what the wrongdoers say
,عُلُوًّا كَبِيْرًا,With great exaltation
,تُسَبِّحُ لَكَ السَّمَاوَاتُ السَّبْعُ,The seven heavens glorify You
,وَالْأَرَضُونَ وَمَنْ فِيهِنَّ,And the earths and whoever is in them
,وَإِنْ مِنْ شَيْءٍ إِلَّا يُسَبِّحُ بِحَمْدِكَ,And there is nothing but glorifies You with praise
,فَلَكَ الْحَمْدُ وَالْمَجْدُ,So to You belongs praise and glory
,وَعُلُوُّ الْجَدِّ,And the exaltation of majesty
,يَا ذَا الْجَلالِ وَالْإِكْرَامِ,O Possessor of Majesty and Honor
,وَالْفَضْلِ وَالْإِنْعَامِ,And Bounty and Blessing
,وَالْأَيَادِيْ الْجِسَامِ,And Mighty Favors
,وَأَنْتَ الْجَوَادُ الْكَرِيمُ,"And You are the Generous, the Noble"
,اَلرَّؤُوفُ الرَّحِيمُ,"The Kind, the Merciful"
,اَللّٰهُمَّ أَوْسِعْ عَلَيَّ مِنْ رِزْقِكَ الْحَلالِ,"O Allah, grant me abundantly from Your lawful provision"
,وَعَافِنِيْ فِيْ بَدَنِيْ وَدِينِيْ,And grant me well-being in my body and my religion
,وَ آمِنْ خَوْفِيْ,And make my fear secure
,وَأَعْتِقْ رَقَبَتِيْ مِنَ النَّارِ,And free my neck from the Fire
,اَللّٰهُمَّ لَا تَمْكُرْ بِيْ,"O Allah, do not scheme against me"
,وَلَا تَسْتَدْرِجْنِيْ,And do not lead me on gradually
,وَلَا تَخْدَعْنِيْ,And do not deceive me
,وَادْرَأْ عَنِّيْ شَرَّ فَسَقَةِ الْجِنِّ وَالْإِنْسِ,And drive away from me the evil of the corrupt among jinn and men
,,
,يَا أَسْمَعَ السَّامِعِينَ,O Most Hearing of those who hear
,يَا أَبْصَرَ النَّاظِرِينَ,O Most Seeing of those who see
,وَيَا أَسْرَعَ الْحَاسِبِينَ,O Swiftest of those who reckon
,وَيَا أَرحَمَ الرَّاحِمِينَ,O Most Merciful of the merciful
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,اَلسَّادَةِ الْمَيَامِينِ,"The chiefs, the blessed ones"
,وَأَسْأَلُكَ اللَّهُمَّ حَاجَتِيَ,"And I ask You, O Allah, for my need"
,اَلَّتِيْ إِنْ أَعْطَيْتَنِيهَا لَمْ يَضُرَّنِيْ مَا مَنَعْتَنِيْ,"Which if You grant me, what You withhold will not harm me"
,وَإِنْ مَنَعْتَنِيهَا لَمْ يَنْفَعْنِيْ مَا أَعْطَيْتَنِيْ,"And which if You withhold from me, what You grant will not benefit me"
,أَسْأَلُكَ فَكَاكَ رَقَبَتِيْ مِنَ النَّارِ,I ask You for freedom of my neck from the Fire
,لَا إِلٰهَ إِلَّا أَنْتَ,There is no god but You
,وَحْدَكَ لَا شَرِيكَ لَكَ,"Alone, with no partner"
,لَكَ الْمُلْكُ وَلَكَ الْحَمْدُ,To You belongs the kingdom and to You belongs praise
,وَأَنْتَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,And You have power over all things
,يَا رَبِّ يَا رَبِّ...,"O Lord, O Lord..."
,,
,,
,إِلٰهِيْ أَنَا الْفَقِيرُ فِيْ غِنَايَ,"My God, I am poor in my wealth"
,فَكَيْفَ لَا أَكُونُ فَقِيرًا فِيْ فَقْرِيْ,So how could I not be poor in my poverty?
,إِلٰهِيْ أَنَا الْجَاهِلُ فِيْ عِلْمِيْ,"My God, I am ignorant in my knowledge"
,فَكَيْفَ لَا أَكُونُ جَهُولًا فِيْ جَهْلِيْ,So how could I not be more ignorant in my ignorance?
,إِلٰهِيْ إِنَّ اخْتِلافَ تَدْبِيرِكَ,"My God, the diversity of Your administration"
,وَسُرْعَةَ طَوَاءِ مَقَادِيرِكَ,And the speed with which destinies change
,مَنَعَا عِبَادَكَ الْعَارِفِينَ بِكَ,Have prevented Your knowing servants
,عَنِ السُّكُونِ إِلَى عَطَاءٍ,From being still in a gift
,وَالْيَأْسِ مِنْكَ فِيْ بَلاءٍ,Or despairing of You in a trial
,إِلٰهِيْ مِنِّي مَا يَلِيقُ بِلُؤْمِيْ,"My God, from me is what befits my baseness"
,وَمِنْكَ مَا يَلِيقُ بِكَرَمِكَ,And from You is what befits Your generosity
,إِلٰهِيْ وَصَفْتَ نَفْسَكَ بِاللُّطْفِ وَالرَّأْفَةِ لِيْ,"My God, You have described Yourself with kindness and compassion for me"
,قَبْلَ وُجُودِ ضَعْفِيْ,Before the existence of my weakness
,أَفَتَمْنَعُنِيْ مِنْهُمَا بَعْدَ وُجُودِ ضَعْفِيْ,So will You withhold them from me after the existence of my weakness?
,إِلٰهِيْ إِنْ ظَهَرَتِ الْمَحَاسِنُ مِنِّي,"My God, if good qualities appear from me"
,فَبِفَضْلِكَ وَلَكَ الْمِنَّةُ عَلَيَّ,"They are by Your favor, and to You belongs the gratitude for them"
,وَإِنْ ظَهَرَتِ الْمَسَاوِئُ مِنِّي,And if bad qualities appear from me
,فَبِعَدْلِكَ وَلَكَ الْحُجَّةُ عَلَيَّ,"They are by Your justice, and to You belongs the proof against me"
,إِلٰهِيْ كَيْفَ تَكِلُنِيْ وَقَدْ تَكَفَّلْتَ لِيْ,"My God, how could You abandon me when You have guaranteed my care?"
,وَكَيْفَ أُضَامُ وَأَنْتَ النَّاصِرُ لِيْ,And how could I be oppressed when You are my helper?
,أَمْ كَيْفَ أَخِيبُ وَأَنْتَ الْحَفِيُّ بِيْ,Or how could I be disappointed when You show care for me?
,هَا أَنَا أَتَوَسَّلُ إِلَيْكَ بِفَقْرِيْ إِلَيْكَ,Here I am beseeching You through my poverty to You
,وَكَيْفَ أَتَوَسَّلُ إِلَيْكَ,But how can I beseech You
,بِمَا هُوَ مَحَالٌ أَنْ يَصِلَ إِلَيْكَ,With what is impossible to reach You?
,أَمْ كَيْفَ أَشْكُوْ إِلَيْكَ حَالِيْ,Or how can I complain to You of my state
,وَهُوَ لَا يَخْفىٰ عَلَيْكَ,When it is not hidden from You?
,أَمْ كَيْفَ أُتَرْجِمُ بِمَقَالِيْ,Or how can I translate with my words
,وَهُوَ مِنْكَ بَرَزٌ إِلَيْكَ,"When they are from You, proceeding to You?"
,أَمْ كَيْفَ تُخَيِّبُ آمَالِيْ,Or how can my hopes be disappointed
,وَهِيَ قَدْ وَفَدَتْ إِلَيْكَ,When they have come to You?
,أَمْ كَيْفَ لَا تُحْسِنُ أَحْوَالِيْ,Or how can my condition not be improved
,وَبِكَ قَامَتْ,When it rests with You?
,إِلٰهِيْ مَا أَلْطَفَكَ بِيْ,"My God, how gentle You are to me"
,مَعَ عَظِيمِ جَهْلِيْ,Despite my great ignorance
,وَمَا أَرْحَمَكَ بِيْ,And how merciful You are to me
,مَعَ قَبِيحِ فِعْلِيْ,Despite my ugly deeds
,إِلٰهِيْ مَا أَقْرَبَكَ مِنِّي,"My God, how near You are to me"
,وَأَبْعَدَنِيْ عَنْكَ,Yet how far I am from You
,وَمَا أَرْأَفَكَ بِيْ,And how kind You are to me
,فَمَا الَّذِيْ يَحْجُبُنِيْ عَنْكَ,So what is it that veils me from You?
,إِلٰهِيْ عَلِمْتُ بِاخْتِلافِ الْآثَارِ,"My God, I have learned from the variations of circumstances"
,وَتَنَقُّلاتِ الْأَطْوَارِ,And changes of phases
,أَنَّ مُرَادَكَ مِنِّي أَنْ تَتَعَرَّفَ إِلَيَّ فِيْ كُلِّ شَيْءٍ,That Your purpose for me is to make Yourself known to me in everything
,حَتَّىٰ لَا أَجْهَلَكَ فِيْ شَيْءٍ,So that I do not remain ignorant of You in anything
,إِلٰهِيْ كُلَّمَا أَخْرَسَنِيْ لُؤْمِيْ,"My God, whenever my baseness silences me"
,أَنْطَقَنِيْ كَرَمُكَ,Your generosity gives me voice
,وَكُلَّمَا آيَسَتْنِيْ أَوْصَافِيْ,And whenever my qualities make me despair
,أَطْمَعَتْنِيْ مِنَنُكَ,Your favors give me hope
,إِلٰهِيْ مَنْ كَانَتْ مَحَاسِنُهُ مَسَاوِئَ,"My God, one whose good deeds are actually bad"
,فَكَيْفَ لَا تَكُوْنُ مَسَاوِيِهِ مَسَاوِئَ,How can his bad deeds not be bad?
,وَمَنْ كَانَتْ حَقَائِقُهُ دَعَاوِيَ,And one whose truths are really claims
,فَكَيْفَ لَا تَكُوْنُ دَعَاوِيِهِ دَعَاوِيَ,How can his claims not be claims?
,إِلٰهِيْ حُكْمُكَ النَّافِذُ وَمَشِيئَتُكَ الْقَاهِرَةُ,"My God, Your decisive command and Your irresistible will"
,لَمْ يَتْرُكَا لِذِيْ مَقَالٍ مَقَالًا,Have not left for the possessor of an argument any argument
,وَلَا لِذِيْ حَالٍ حَالًا,Nor for the possessor of a state any state
,إِلٰهِيْ كَمْ مِنْ طَاعَةٍ بَنَيْتُهَا,"My God, how many acts of obedience I have built"
,وَحَالَةٍ شَيَّدْتُهَا,And states I have erected
,هَدَمَ اعْتِمَادِيْ عَلَيْهَا عَدْلُكَ,Your justice has demolished my reliance on them
,بَلْ أَقَالَنِيْ مِنْهَا فَضْلُكَ,"Rather, Your bounty has dismissed me from them"
,إِلٰهِيْ إِنَّكَ تَعْلَمُ,"My God, You know that"
,أَنِّي وَإِنْ لَمْ تَدُمِ الطَّاعَةُ مِنِّي فِعْلًا جَزْمًا,Although my obedience may not last in action with determination
,فَقَدْ دَامَتْ مَحَبَّةً وَعَزْمًا,It has lasted in love and resolve
,إِلٰهِيْ كَيْفَ أَعْزِمُ وَأَنْتَ الْقَاهِرُ,"My God, how can I determine when You are the Compeller?"
,وَكَيْفَ لَا أَعْزِمُ وَأَنْتَ الْآمِرُ,And how can I not determine when You are the Commander?
,إِلٰهِيْ تَرَدُّدِيْ فِيْ الْآثَارِ,"My God, my hesitation among the effects"
,يُوجِبُ بُعْدَ الْمَزَارِ,Requires distance in the visitation
,فَاجْمَعْنِيْ عَلَيْكَ بِخِدْمَةٍ تُوصِلُنِيْ إِلَيْكَ,So gather me to You with a service that brings me to You
,كَيْفَ يُسْتَدَلُّ عَلَيْكَ بِمَا هُوَ فِيْ وُجُودِهِ مُفْتَقِرٌ إِلَيْكَ,How can something that depends on You for its existence be used as proof for You?
,أَيَكُونُ لِغَيْرِكَ مِنَ الظُّهُورِ مَا لَيْسَ لَكَ,Does other than You have a manifestation that You lack
,حَتَّىٰ يَكُونَ هُوَ الْمُظْهِرَ لَكَ,So that it could be the one to manifest You?
,مَتىٰ غِبْتَ حَتَّىٰ تَحْتَاجَ إِلَى دَلِيلٍ يَدُلُّ عَلَيْكَ,When were You absent that You would need evidence to lead to You?
,وَمَتىٰ بَعُدْتَ حَتَّىٰ تَكُونَ الْآثَارُ هِيَ الَّتِيْ تُوصِلُ إِلَيْكَ,And when were You distant that effects would be the ones to reach You?
,عَمِيَتْ عَيْنٌ لَا تَرَاكَ عَلَيْهَا رَقِيبًا,Blind is the eye that does not see You watching over it
,وَخَسِرَتْ صَفْقَةُ عَبْدٍ لَمْ تَجْعَلْ لَهُ مِنْ حُبِّكَ نَصِيبًا,And at a loss is the deal of a servant who has not received from Your love a portion
,إِلٰهِيْ أَمَرْتَ بِالرُّجُوعِ إِلَى الْآثَارِ,"My God, You have commanded returning to the effects"
,فَأَرْجِعْنِيْ إِلَيْكَ بِكِسْوَةِ الْأَنْوَارِ,So return me to You with the garment of lights
,وَهِدَايَةِ الْإِسْتِبْصَارِ,And the guidance of insight
,حَتَّىٰ أَرْجِعَ إِلَيْكَ مِنْهَا كَمَا دَخَلْتُ إِلَيْكَ مِنْهَا,So that I may return to You from them as I entered to You from them
,مَصُونَ السِّرِّ عَنِ النَّظَرِ إِلَيْهَا,With the secret protected from looking at them
,وَمَرْفُوعَ الْهِمَّةِ عَنِ الَاعْتِمَادِ عَلَيْهَا,And the aspiration raised above relying on them
,إِنَّكَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,"Indeed, You have power over all things"
,إِلٰهِيْ هٰذَا ذُلِّى ظَاهِرٌ بَيْنَ يَدَيْكَ,"My God, this is my lowliness manifest before You"
,وَهٰذَا حَالِيْ لَا يَخْفىٰ عَلَيْكَ,And this is my state not hidden from You
,مِنْكَ أَطْلُبُ الْوُصُولَ إِلَيْكَ,From You I seek arrival to You
,وَبِكَ أَسْتَدِلُّ عَلَيْكَ,And by You I seek guidance to You
,فَاهْدِنِيْ بِنُوْرِكَ إِلَيْكَ,So guide me by Your light to You
,وَأَقِمْنِيْ بِصِدْقِ الْعُبُودِيَّةِ بَيْنَ يَدَيْكَ,And establish me with the true servitude before You
,إِلٰهِيْ عَلِّمْنِيْ مِنْ عِلْمِكَ الْمَخْزُونِ,"My God, teach me from Your hidden knowledge"
,وَصُنِّي بِسِتْرِكَ الْمَصُونِ,And preserve me with Your guarded covering
,إِلٰهِيْ حَقِّقْنِيْ بِحَقَائِقِ أَهْلِ الْقُرْبِ,"My God, realize me with the realities of the people of nearness"
,وَاسْلُكْ بِيْ مَسْلَكَ أَهْلِ الْجَذْبِ,And make me travel the path of the people of attraction
,إِلٰهِيْ أَغْنِنِيْ بِتَدْبِيرِكَ لِيْ عَنْ تَدْبِيرِيْ,"My God, make me independent by Your planning for me from my planning"
,وَبِاخْتِيَارِكَ عَنْ اِخْتِيَارِيْ,And by Your choice rather than my choice
,وَأَوْقِفْنِيْ عَلَى مَرَاكِزِ اضْطِرَارِيْ,And establish me at the points of my necessity
,إِلٰهِيْ أَخْرِجْنِيْ مِنْ ذُلِّ نَفْسِيْ,"My God, take me out from the humiliation of my self"
,وَطَهِّرْنِيْ مِنْ شَكِّي وَشِرْكِيْ,And purify me from my doubt and my polytheism
,قَبْلَ حُلُولِ رَمْسِيْ,Before my entry into the grave
,بِكَ أَنْتَصِرُ فَانْصُرْنِيْ,"By You I seek victory, so grant me victory"
,وَعَلَيْكَ أَتَوَكَّلُ فَلَا تَكِلْنِيْ,"And upon You I rely, so do not entrust me to other than You"
,وَإِيَّاكَ أَسْأَلُ فَلَا تُخَيِّبْنِيْ,"And You I ask, so do not disappoint me"
,وَفِيْ فَضْلِكَ أَرْغَبُ فَلَا تَحْرِمْنِيْ,"And in Your bounty I desire, so do not deprive me"
,وَبِجَنَابِكَ أَنْتَسِبُ فَلَا تُبْعِدْنِيْ,"And to Your side I seek to belong, so do not distance me"
,وَبِبَابِكَ أَقِفُ فَلَا تَطْرُدْنِيْ,"And at Your door I stand, so do not drive me away"
,إِلٰهِيْ تَقَدَّسَ رِضَاكَ أَنْ يَكُونَ لَهُ عِلَّةٌ مِنْكَ,"My God, Your pleasure is too holy to have a cause from You"
,فَكَيْفَ يَكُونُ لَهُ عِلَّةٌ مِنِّي,So how could it have a cause from me?
,إِلٰهِيْ أَنْتَ الْغَنِيُّ بِذَاتِكَ أَنْ يَصِلَ إِلَيْكَ النَّفْعُ مِنْكَ,"My God, You are the Self-Sufficient in Your Essence that benefit should reach You from Yourself"
,فَكَيْفَ لَا تَكُونُ غَنِيًّا عَنِّي,So how could You not be self-sufficient from me?
,إِلٰهِيْ إِنَّ الْقَضَاءَ وَالْقَدَرَ يُمَنِّينِيْ,"My God, destiny and fate cause me to hope"
,وَإِنَّ الْهَوىٰ بِوَثَائِقِ الشَّهْوَةِ أَسَرَنِيْ,While desire has chained me with the bonds of passion
,فَكُنْ أَنْتَ النَّصِيرَ لِيْ,So be my helper
,حَتَّىٰ تَنْصُرَنِيْ وَتُبَصِّرَنِيْ,That You may help me and give me insight
,وَأَغْنِنِيْ بِفَضْلِكَ,And make me independent through Your bounty
,حَتَّىٰ أَسْتَغْنِيَ بِكَ عَنْ طَلَبِيْ,Until I can dispense with my asking
,أَنْتَ الَّذِيْ أَشْرَقْتَ الْأَنْوَارَ فِيْ قُلُوبِ أَوْلِيَائِكَ,You are the One who has illuminated the lights in the hearts of Your friends
,حَتَّىٰ عَرَفُوكَ وَوَحَّدُوكَ,Until they knew You and affirmed Your Oneness
,وَأَنْتَ الَّذِيْ أَزَلْتَ الْأَغْيَارَ عَنْ قُلُوبِ أَحِبَّائِكَ,And You are the One who removed the others from the hearts of Your lovers
,حَتَّىٰ لَمْ يُحِبُّوْا سِوَاكَ,So that they loved none but You
,وَلَمْ يَلْجَأُوْا إِلَى غَيْرِكَ,And sought no refuge except in You
,أَنْتَ الْمُؤْنِسُ لَهُمْ,You are their companion
,حَيْثُ أَوْحَشَتْهُمُ الْعَوَالِمُ,When the worlds have made them feel lonely
,وَأَنْتَ الَّذِيْ هَدَيْتَهُمْ,And You are the One who guided them
,حَيْثُ اسْتَبَانَتْ لَهُمُ الْمَعَالِمُ,When the signposts became clear to them
,مَاذَا وَجَدَ مَنْ فَقَدَكَ,What has he found who has lost You?
,وَمَا الَّذِيْ فَقَدَ مَنْ وَجَدَكَ,And what has he lost who has found You?
,لَقَدْ خَابَ مَنْ رَضِيَ دُونَكَ بَدَلًا,Truly at a loss is he who is satisfied with a substitute for You
,وَلَقَدْ خَسِرَ مَنْ بَغىٰ عَنْكَ مُتَحَوِّلًا,And truly deprived is he who seeks to turn away from You
,كَيْفَ يُرْجىٰ سِوَاكَ,How could one hope for other than You
,وَأَنْتَ مَا قَطَعْتَ الْإِحْسَانَ,When You have never ceased Your beneficence?
,وَكَيْفَ يُطْلَبُ مِنْ غَيْرِكَ,And how could one ask from other than You
,وَأَنْتَ مَا بَدَّلْتَ عَادَةَ الَامْتِنَانِ,When You have never changed Your habit of generosity?
,يَا مَنْ أَذَاقَ أَحِبَّاءَهُ حَلاوَةَ الْمُؤانَسَةِ,O He who has let His beloved ones taste the sweetness of His intimacy
,فَقَامُوْا بَيْنَ يَدَيْهِ مُتَمَلِّقِينَ,"So they stood before Him, seeking to please Him"
,وَيَا مَنْ أَلْبَسَ أَوْلِيَاءَهُ مَلابِسَ هَيْبَتِهِ,And O He who has clothed His friends with the garments of His awe
,فَقَامُوْا بَيْنَ يَدَيْهِ مُسْتَغْفِرِينَ,"So they stood before Him, seeking forgiveness"
,أَنْتَ الذَّاكِرُ قَبْلَ الذَّاكِرِينَ,You are the Rememberer before the rememberers
,وَأَنْتَ الْبَادِئُ بِالْإِحْسَانِ قَبْلَ تَوَجُّهِ الْعَابِدِيْنَ,And You are the Initiator of beneficence before the turning of the worshippers
,وَأَنْتَ الْجَوَادُ بِالْعَطَاءِ قَبْلَ طَلَبِ الطَّالِبِينَ,And You are the Generous in giving before the request of the seekers
,وَأَنْتَ الْوَهَّابُ ثُمَّ لِمَا وَهَبْتَ لَنَا مِنَ الْمُسْتَقْرِضِينَ,"And You are the Bestower, then a Requester from us of what You have bestowed upon us"
,إِلٰهِيْ اِطْلُبْنِيْ بِرَحْمَتِكَ حَتَّىٰ أَصِلَ إِلَيْكَ,"My God, seek me with Your mercy until I reach You"
,وَاجْذِبْنِيْ بِمَنِّكَ حَتَّىٰ أُقْبِلَ عَلَيْكَ,And attract me by Your favor until I come to You
,إِلٰهِيْ إِنَّ رَجَائِي لَا يَنْقَطِعُ عَنْكَ وَإِنْ عَصَيْتُكَ,"My God, my hope does not cease from You even if I disobey You"
,كَمَا أَنَّ خَوْفِيْ لَا يُزَايِلُنِيْ وَإِنْ أَطَعْتُكَ,Just as my fear does not leave me even if I obey You
,فَقَدْ دَفَعَتْنِيْ الْعَوَالِمُ إِلَيْكَ,The worlds have driven me to You
,وَقَدْ أَوْقَعَنِيْ عِلْمِيْ بِكَرَمِكَ عَلَيْكَ,And my knowledge of Your generosity has directed me to You
,إِلٰهِيْ كَيْفَ أَخِيبُ وَأَنْتَ أَمَلِيْ,"My God, how could I be disappointed when You are my hope?"
,أَمْ كَيْفَ أُهَانُ وَعَلَيْكَ مُتَّكَلِيْ,Or how could I be humiliated when upon You is my reliance?
,إِلٰهِيْ كَيْفَ أَسْتَعِزُّ وَفِيْ الذِّلَّةِ أَرْكَزْتَنِيْ,"My God, how could I seek honor when You have placed me in humility?"
,أَمْ كَيْفَ لَا أَسْتَعِزُّ وَإِلَيْكَ نَسَبْتَنِيْ,Or how could I not seek honor when to You have You attributed me?
,إِلٰهِيْ كَيْفَ لَا أَفْتَقِرُ وَأَنْتَ الَّذِيْ فِيْ الْفُقَرَاءِ أَقَمْتَنِيْ,"My God, how could I not be poor when You have placed me among the poor?"
,أَمْ كَيْفَ أَفْتَقِرُ وَأَنْتَ الَّذِيْ بِجُودِكَ أَغْنَيْتَنِيْ,Or how could I be poor when with Your generosity You have enriched me?
,وَأَنْتَ الَّذِيْ لَا إِلٰهَ غَيْرُكَ,And You are the One besides whom there is no god
,تَعَرَّفْتَ لِكُلِّ شَيْءٍ فَمَا جَهِلَكَ شَيْءٌ,"You have made Yourself known to everything, so nothing is ignorant of You"
,وَأَنْتَ الَّذِيْ تَعَرَّفْتَ إِلَيَّ فِيْ كُلِّ شَيْءٍ,And You have made Yourself known to me in everything
,فَرَأَيْتُكَ ظَاهِرًا فِيْ كُلِّ شَيْءٍ,So I see You manifest in everything
