Line id,Arabic text,Translation
,اَللّٰهُمَّ صَلِّ عَلَى حَمَلَةِ الْعَرْشِ الطَّاهِرِينَ,"O Allah, send Your blessings upon the pure bearers of the Throne"
,وَعَلَى السَّفَرَةِ الْكِرَامِ,And upon the honorable recording angels
,اَلْبَرَرَةِ الطَّيِّبِينَ,The righteous and pure ones
,وَعَلَى مَلائِكَتِكَ الْكِرَامِ الْكَاتِبِينَ,And upon Your noble recording angels
,وَعَلَى مَلائِكَةِ الْجِنَانِ,And upon the angels of Paradise
,وَخَزَنَةِ النِّيرَانِ,And the keepers of Hellfire
,وَمَلَكِ الْمَوْتِ وَالْأَعْوَانِ,And the Angel of Death and his assistants
,يَا ذَا الْجَلالِ وَالْإِكْرَامِ,O Possessor of Majesty and Honor
,اَللّٰهُمَّ صَلِّ عَلَى أَبِينَا آدَمَ,"O Allah, send Your blessings upon our father Adam"
,بَدِيعِ فِطْرَتِكَ,The marvel of Your creation
,اَلَّذِيْ كَرَّمْتَهُ بِسُجُودِ مَلائِكَتِكَ,Whom You honored with the prostration of Your angels
,وَأَبَحْتَهُ جَنَّتَكَ,And permitted him [to dwell in] Your Paradise
,اَللّٰهُمَّ صَلِّ عَلَى أُمِّنَا حَوَّاءَ,"O Allah, send Your blessings upon our mother Eve"
,اَلْمُطَهَّرَةِ مِنَ الرِّجْسِ,The one purified from impurity
,اَلْمُصَفَّاةِ مِنَ الدَّنَسِ,The one cleansed from filth
,اَلْمُفَضَّلَةِ مِنَ الْإِنْسِ,The one given preference among humankind
,اَلْمُتَرَدِّدَةِ بَيْنَ مَحَالِّ الْقُدْسِ,The one who moved between the places of sanctity
,اَللّٰهُمَّ صَلِّ عَلَى هَابِيلَ وَشَيْثٍ,"O Allah, send Your blessings upon Abel and Seth"
,وَإِدْرِيسَ وَنُوحٍ,And Idris and Noah
,وَهُودٍ وَصَالِحٍ,And Hud and Salih
,وَإِبْرَاهِيمَ وَإِسْمَاعِيلَ,And Abraham and Ishmael
,وَإِسْحَاقَ وَيَعْقُوبَ,And Isaac and Jacob
,وَيُوسُفَ وَالْأَسْبَاطِ,And Joseph and the Tribes
,وَلُوطٍ وَشُعَيْبٍ,And Lot and Shuaib
,وَأَيُّوْبَ وَمُوسىٰ,And Job and Moses
,وَهَارُونَ وَيُوشَعَ,And Aaron and Joshua
,وَمِيشَا وَالْخِضْرِ,And Misha and Khidr
,وَذِيْ الْقَرْنَيْنِ وَيُونُسَ,And Dhul-Qarnayn and Jonah
,وَإِلْيَاسَ وَالْيَسَعَ,And Elias and Elisha
,وَذِيْ الْكِفْلِ وَطَالُوتَ,And Dhul-Kifl and Talut
,وَدَاوُدَ وَسُلَيْمَانَ,And David and Solomon
,وَزَكَرِيَّا وَشَعْيَا,And Zachariah and Isaiah
,وَيَحْيىٰ وَتُورَخَ,And John and Turakh
,وَمَتَّى وَإِرْمِيَا,And Matthew and Jeremiah
,وَحَيْقُوقَ وَدَانِيَالَ,And Habakkuk and Daniel
,وَعُزَيْرٍ وَعِيسىٰ,And Uzair and Jesus
,وَشَمْعُونَ وَجِرْجِيسَ,And Simon and George
,وَالْحَوَارِيِّينَ وَالْأَتْبَاعِ,And the disciples and followers
,وَخَالِدٍ وَحَنْظَلَةَ وَلُقْمَانَ,And Khalid and Hanzala and Luqman
,اَللَّهُمَّ صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,"O Allah, send Your blessings upon Muhammad and the family of Muhammad"
,وَارْحَمْ مُحَمَّدًا وَ آلَ مُحَمَّدٍ,And have mercy upon Muhammad and the family of Muhammad
,وَبَارِكْ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,And bestow blessings upon Muhammad and the family of Muhammad
,كَمَا صَلَّيْتَ وَرَحِمْتَ وَبَارَكْتَ عَلَى إِبْرَاهِيمَ وَ آلِ إِبْرَاهِيمَ,"As You sent blessings, had mercy, and bestowed blessings upon Abraham and the family of Abraham"
,إِنَّكَ حَمِيدٌ مَجِيدٌ,"Indeed, You are Praiseworthy and Glorious"
,اَللّٰهُمَّ صَلِّ عَلَى الْأَوْصِيَاءِ وَالسُّعَدَاءِ,"O Allah, send Your blessings upon the successors and the fortunate ones"
,وَالشُّهَدَاءِ وَأَئِمَّةِ الْهُدىٰ,And the martyrs and the Imams of guidance
,اَللّٰهُمَّ صَلِّ عَلَى الْأَبْدَالِ وَالْأَوْتَادِ,"O Allah, send Your blessings upon the substitutes and the supports"
,وَالسُّيَّاحِ وَالْعُبَّادِ,And the travelers and the worshippers
,وَالْمُخْلِصِينَ وَالزُّهَّادِ,And the sincere ones and the ascetics
,وَأَهْلِ الْجِدِّ وَالْإِجْتِهَادِ,And the people of diligence and striving
,وَاخْصُصْ مُحَمَّدًا وَأَهْلَ بَيْتِهِ بِأَفْضَلِ صَلَوَاتِكَ,And distinguish Muhammad and his household with the best of Your blessings
,وَأَجْزَلِ كَرَامَاتِكَ,And the most abundant of Your honors
,وَبَلِّغْ رُوحَهُ وَجَسَدَهُ مِنِّي تَحِيَّةً وَسَلامًا,And convey to his soul and body from me greetings and peace
,وَزِدْهُ فَضْلًا وَشَرَفًا وَكَرَمًا,"And increase him in virtue, honor, and nobility"
,حَتّىٰ تُبَلِّغَهُ أَعْلىٰ دَرَجَاتِ أَهْلِ الشَّرَفِ,Until You make him reach the highest degrees of honor
,مِنَ النَّبِيِّينَ وَالْمُرْسَلِينَ,Among the prophets and messengers
,وَالْأَفَاضِلِ الْمُقَرَّبِينَ,And the virtuous ones brought near [to You]
,اَللّٰهُمَّ وَصَلِّ عَلَى مَنْ سَمَّيْتُ وَمَنْ لَمْ أُسَمِّ,"O Allah, send Your blessings upon those whom I have named and those whom I have not named"
,مِنْ مَلائِكَتِكَ وَأَنْبِيَائِكَ,From among Your angels and prophets
,وَرُسُلِكَ وَأَهْلِ طَاعَتِكَ,And Your messengers and the people who obey You
,وَأَوْصِلْ صَلَوَاتِيْ إِلَيْهِمْ وَإِلَى أَرْوَاحِهِمْ,And deliver my blessings to them and to their souls
,وَاجْعَلْهُمْ إِخْوَانِيْ فِيكَ,And make them my brothers in You
,وَأَعْوَانِيْ عَلَى دُعَائِكَ,And my helpers in supplicating to You
,اَللّٰهُمَّ إِنِّي أَسْتَشْفِعُ بِكَ إِلَيْكَ,"O Allah, I seek Your intercession with You"
,وَبِكَرَمِكَ إِلَى كَرَمِكَ,And Your generosity to [gain] Your generosity
,وَبِجُودِكَ إِلَى جُودِكَ,And Your bounty to [gain] Your bounty
,وَبِرَحْمَتِكَ إِلَى رَحْمَتِكَ,And Your mercy to [gain] Your mercy
,وَبِأَهْلِ طَاعَتِكَ إِلَيْكَ,And the people who obey You [to gain nearness] to You
,وَأَسْأَلُكَ اَللّٰهُمَّ بِكُلِّ مَا سَأَلَكَ بِهِ أَحَدٌ مِنْهُمْ,"And I ask You, O Allah, by everything that anyone of them has asked You"
,مِنْ مَسْأَلَةٍ شَرِيفَةٍ غَيْرِ مَرْدُودَةٍ,By a noble request that was not rejected
,وَبِمَا دَعَوْكَ بِهِ مِنْ دَعْوَةٍ مُجَابَةٍ غَيْرِ مُخَيَّبَةٍ,And by what they called upon You with from invocations that were answered and not disappointed
,يَا اَللّٰهُ يَا رَحْمٰنُ يَا رَحِيمُ,"O Allah, O Most Compassionate, O Most Merciful"
,يَا حَلِيمُ يَا كَرِيمُ يَا عَظِيمُ,"O Forbearing, O Generous, O Great"
,يَا جَلِيلُ يَا مُنِيلُ يَا جَمِيلُ,"O Majestic, O Bestower, O Beautiful"
,يَا كَفِيلُ يَا وَكِيلُ يَا مُقِيلُ,"O Guarantor, O Guardian, O Pardoner"
,يَا مُجِيرُ يَا خَبِيرُ,"O Protector, O All-Aware"
,يَا مُنِيرُ يَا مُبِيرُ,"O Illuminator, O Destroyer"
,يَا مَنِيعُ يَا مُدِيلُ يَا مُحِيلُ,"O Invincible, O Granter of Victory, O Transformer"
,يَا كَبِيرُ يَا قَدِيرُ يَا بَصِيرُ,"O Great, O Powerful, O All-Seeing"
,يَا شَكُورُ يَا بَرُّ,"O Appreciative, O Benevolent"
,يَا طُهْرُ يَا طَاهِرُ,"O Pure, O Purifier"
,يَا قَاهِرُ يَا ظَاهِرُ,"O Subduer, O Manifest"
,يَا بَاطِنُ يَا سَاتِرُ,"O Hidden, O Concealer"
,يَا مُحِيطُ يَا مُقْتَدِرُ,"O Encompassing, O Powerful"
,يَا حَفِيظُ يَا مُتَجَبِّرُ,"O Preserver, O Compeller"
,يَا قَرِيبُ يَا وَدُودُ,"O Near, O Loving"
,يَا حَمِيدُ يَا مَجِيدُ,"O Praiseworthy, O Glorious"
,يَا مُبْدِئُ يَا مُعِيدُ يَا شَهِيدُ,"O Originator, O Restorer, O Witness"
,يَا مُحْسِنُ يَا مُجْمِلُ,"O Benefactor, O Beautifier"
,يَا مُنْعِمُ يَا مُفْضِلُ,"O Bestower of Blessings, O Gracious"
,يَا قَابِضُ يَا بَاسِطُ,"O Withholder, O Expander"
,يَا هَادِيْ يَا مُرْسِلُ,"O Guide, O Sender"
,يَا مُرْشِدُ يَا مُسَدِّدُ,"O Director, O Straightener"
,يَا مُعْطِيْ يَا مَانِعُ,"O Giver, O Preventer"
,يَا دَافِعُ يَا رَافِعُ,"O Defender, O Exalter"
,يَا بَاقِيْ يَا وَاقِيْ,"O Everlasting, O Protector"
,يَا خَلَّاقُ يَا وَهَّابُ,"O Creator, O Bestower"
,يَا تَوَّابُ يَا فَتَّاحُ,"O Acceptor of Repentance, O Opener"
,يَا نَفَّاحُ يَا مُرْتَاحُ,"O Generous Giver, O Reliever"
,يَا مَنْ بِيَدِهِ كُلُّ مِفْتَاحٍ,O One in whose hand is every key
,يَا نَفَّاعُ يَا رَؤُوفُ يَا عَطُوفُ,"O Benefactor, O Most Kind, O Most Compassionate"
,يَا كَافِيْ يَا شَافِيْ,"O Sufficient, O Healer"
,يَا مُعَافِيْ يَا مُكَافِيْ,"O Granter of Well-being, O Rewarder"
,يَا وَفِيُّ يَا مُهَيْمِنُ,"O Faithful, O Guardian"
,يَا عَزِيزُ يَا جَبَّارُ,"O Mighty, O Compeller"
,يَا مُتَكَبِّرُ يَا سَلامُ يَا مُؤْمِنُ,"O Proud, O Peace, O Granter of Security"
,يَا أَحَدُ يَا صَمَدُ,"O One, O Eternal"
,يَا نُورُ يَا مُدَبِّرُ,"O Light, O Administrator"
,يَا فَرْدُ يَا وِتْرُ,"O Unique, O Single"
,يَا قُدُّوسُ يَا نَاصِرُ,"O Holy, O Helper"
,يَا مُؤْنِسُ يَا بَاعِثُ يَا وَارِثُ,"O Companion, O Resurrector, O Inheritor"
,يَا عَالِمُ يَا حَاكِمُ,"O Knower, O Judge"
,يَا بَادِيْ يَا مُتَعَالِيْ,"O Initiator, O Exalted"
,يَا مُصَوِّرُ يَا مُسَلِّمُ يَا مُتَحَبِّبُ,"O Fashioner, O Giver of Peace, O Loving"
,يَا قَائِمُ يَا دَائِمُ,"O Sustainer, O Eternal"
,يَا عَلِيمُ يَا حَكِيمُ,"O All-Knowing, O Wise"
,يَا جَوَادُ يَا بَارِئُ,"O Generous, O Creator"
,يَا بَارُّ يَا سَارُّ,"O Benevolent, O Gladdener"
,يَا عَدْلُ يَا فَاصِلُ,"O Just, O Decisive"
,يَا دَيَّانُ يَا حَنَّانُ يَا مَنَّانُ,"O Judge, O Affectionate, O Benefactor"
,يَا سَمِيعُ يَا بَدِيعُ,"O All-Hearing, O Originator"
,يَا خَفِيرُ يَا مُعِينُ,"O Protector, O Helper"
,يَا نَاشِرُ يَا غَافِرُ,"O Spreader, O Forgiver"
,يَا قَدِيمُ يَا مُسَهِّلُ يَا مُيَسِّرُ,"O Eternal, O Facilitator, O Easer"
,يَا مُمِيتُ يَا مُحْيِيْ,"O Giver of Death, O Giver of Life"
,يَا نَافِعُ يَا رَازِقُ,"O Benefiter, O Provider"
,يَا مُقْتَدِرُ يَا مُسَبِّبُ,"O Capable, O Causer"
,يَا مُغِيثُ يَا مُغْنِيْ يَا مُقْنِيْ,"O Rescuer, O Enricher, O Satisfier"
,يَا خَالِقُ يَا رَاصِدُ يَا وَاحِدُ,"O Creator, O Observer, O One"
,يَا حَاضِرُ يَا جَابِرُ,"O Present, O Restorer"
,يَا حَافِظُ يَا شَدِيدُ,"O Preserver, O Mighty"
,يَا غِيَاثُ يَا عَائِدُ يَا قَابِضُ,"O Helper, O Returning, O Withholder"
,يَا مَنْ عَلَا فَاسْتَعْلىٰ,O One who is exalted and rose high
,فَكَانَ بِالْمَنْظَرِ الْأَعْلىٰ,And is in the highest viewpoint
,يَا مَنْ قَرُبَ فَدَنَا,O One who is near and approaches
,وَبَعُدَ فَنَأىٰ,And is far and distant
,وَعَلِمَ السِّرَّ وَأَخْفىٰ,And knows the secret and what is more hidden
,يَا مَنْ إِلَيْهِ التَّدْبِيرُ وَلَهُ الْمَقَادِيرُ,O One to whom belongs all control and predestination
,وَيَا مَنِ الْعَسِيرُ عَلَيْهِ سَهْلٌ يَسِيرٌ,And to whom the difficult is easy and simple
,يَا مَنْ هُوَ عَلَى مَا يَشَاءُ قَدِيرٌ,O One who has power over whatever He wills
,يَا مُرْسِلَ الرِّيَاحِ,O Sender of winds
,يَا فَالِقَ الْإِصْبَاحِ,O Cleaver of the dawn
,يَا بَاعِثَ الْأَرْوَاحِ,O Resurrector of souls
,يَا ذَا الْجُودِ وَالسَّمَاحِ,O Possessor of generosity and magnanimity
,يَا رَادَّ مَا قَدْ فَاتَ,O One who returns what has been lost
,يَا نَاشِرَ الْأَمْوَاتِ,O Resurrector of the dead
,يَا جَامِعَ الشَّتَاتِ,O Gatherer of what is scattered
,يَا رَازِقَ مَنْ يَشَاءُ بِغَيْرِ حِسَابٍ,O Provider for whom You will without account
,وَيَا فَاعِلَ مَا يَشَاءُ كَيْفَ يَشَاءُ,And O Doer of what You will however You will
,وَيَا ذَا الْجَلالِ وَالْإِكْرَامِ,O Possessor of Majesty and Honor
,يَا حَيُّ يَا قَيُّومُ,"O Ever-Living, O Self-Subsisting"
,يَا حَيًّا حِينَ لَا حَيَّ,O Living One when there was no living being
,يَا حَيُّ يَا مُحْيِيَ الْمَوْتىٰ,"O Ever-Living, O Giver of life to the dead"
,يَا حَيُّ لَا إِلٰهَ إِلَّا أَنْتَ,"O Ever-Living, there is no deity except You"
,بَدِيعُ السَّمَاوَاتِ وَالْأَرْضِ,Originator of the heavens and the earth
,يَا إِلٰهِيْ وَسَيِّدِيْ,O my God and my Master
,صَلِّ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send Your blessings upon Muhammad and the family of Muhammad
,وَارْحَمْ مُحَمَّدًا وَ آلَ مُحَمَّدٍ,And have mercy upon Muhammad and the family of Muhammad
,وَبَارِكْ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,And bestow blessings upon Muhammad and the family of Muhammad
,كَمَا صَلَّيْتَ وَبَارَكْتَ وَرَحِمْتَ عَلَى إِبْرَاهِيمَ وَ آلِ إِبْرَاهِيمَ,"As You sent blessings, bestowed blessings and had mercy upon Abraham and the family of Abraham"
,إِنَّكَ حَمِيدٌ مَجِيدٌ,"Indeed, You are Praiseworthy and Glorious"
,وَارْحَمْ ذُلِّى وَفَاقَتِيْ,And have mercy upon my humility and my need
,وَفَقْرِيْ وَانْفِرَادِيْ وَوَحْدَتِيْ,And my poverty and my isolation and my loneliness
,وَخُضُوعِيْ بَيْنَ يَدَيْكَ,And my submission before You
,وَاعْتِمَادِيْ عَلَيْكَ,And my reliance upon You
,وَتَضَرُّعِيْ إِلَيْكَ,And my imploring to You
,أَدْعُوكَ دُعَاءَ الْخَاضِعِ الذَّلِيلِ,I call upon You with the supplication of one who is submissive and humble
,اَلْخَاشِعِ الْخَائِفِ,Reverent and fearful
,اَلْمُشْفِقِ الْبَائِسِ,Anxious and distressed
,اَلْمَهِينِ الْحَقِيرِ,Insignificant and lowly
,اَلْجَائِعِ الْفَقِيرِ,Hungry and poor
,اَلْعَائِذِ الْمُسْتَجِيرِ,Seeking refuge and protection
,اَلْمُقِرِّ بِذَنْبِهِ,Acknowledging his sins
,اَلْمُسْتَغْفِرِ مِنْهُ,Seeking forgiveness for them
,اَلْمُسْتَكِينِ لِرَبِّهِ,Submitting to his Lord
,دُعَاءَ مَنْ أَسْلَمَتْهُ ثِقَتُهُ,The supplication of one whose confidence has abandoned him
,وَرَفَضَتْهُ أَحِبَّتُهُ,And whose loved ones have rejected him
,وَعَظُمَتْ فَجِيعَتُهُ,And whose calamity has become great
,دُعَاءَ حَرِقٍ حَزِينٍ,The supplication of one who is burning with grief
,ضَعِيفٍ مَهِينٍ,Weak and insignificant
,بَائِسٍ مُسْتَكِينٍ,Miserable and submissive
,بِكَ مُسْتَجِيرٍ,Seeking Your protection
,اَللّٰهُمَّ وَأَسْأَلُك بِأَنَّكَ مَلِيكٌ,"O Allah, I ask You, since You are the Sovereign"
,وَأَنَّكَ مَا تَشَاءُ مِنْ أَمْرٍ يَكُونُ,"And whatever matter You will, it comes to be"
,وَأَنَّكَ عَلَى مَا تَشَاءُ قَدِيرٌ,And You have power over whatever You will
,وَأَسْأَلُك بِحُرْمَةِ هٰذَا الشَّهْرِ الْحَرَامِ,And I ask You by the sanctity of this sacred month
,وَالْبَيْتِ الْحَرَامِ,And the Sacred House
,وَالْبَلَدِ الْحَرَامِ,And the Sacred City
,وَالرُّكْنِ وَالْمَقَامِ,And the Corner and the Station
,وَالْمَشَاعِرِ الْعِظَامِ,And the great rituals
,وَبِحَقِّ نَبِيِّكَ مُحَمَّدٍ عَلَيْهِ وَ آلِهِ السَّلامُ,"And by the right of Your Prophet Muhammad, peace be upon him and his family"
,يَا مَنْ وَهَبَ لِآدَمَ شَيْثًا,O One who granted Seth to Adam
,وَلِإِبْرَاهِيمَ إِسْمَاعِيلَ وَإِسْحَاقَ,And Ishmael and Isaac to Abraham
,وَيَا مَنْ رَدَّ يُوسُفَ عَلَى يَعْقُوبَ,And O One who returned Joseph to Jacob
,وَيَا مَنْ كَشَفَ بَعْدَ الْبَلاءِ ضُرَّ أَيُّوْبَ,And O One who removed the affliction from Job after his trial
,يَا رَادَّ مُوسىٰ عَلَى أُمِّهِ,O One who returned Moses to his mother
,وَزَائِدَ الْخِضْرِ فِيْ عِلْمِهِ,And increased Khidr in his knowledge
,وَيَا مَنْ وَهَبَ لِدَاوُدَ سُلَيْمَانَ,And O One who granted Solomon to David
,وَلِزَكَرِيَّا يَحْيىٰ,And John to Zachariah
,وَلِمَرْيَمَ عِيسىٰ,And Jesus to Mary
,يَا حَافِظَ بِنْتِ شُعَيْبٍ,O Protector of the daughter of Shuaib
,وَيَا كَافِلَ وَلَدِ أُمِّ مُوسىٰ,And O Guardian of the child of Moses' mother
,أَسْأَلُك أَنْ تُصَلِّيَ عَلَى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,I ask You to send Your blessings upon Muhammad and the family of Muhammad
,وَأَنْ تَغْفِرَ لِيْ ذُنُوبِيْ كُلَّهَا,And that You forgive all my sins
,وَتُجِيرَنِيْ مِنْ عَذَابِكَ,And protect me from Your punishment
,وَتُوجِبَ لِيْ رِضْوَانَكَ وَأَمَانَكَ,"And make Your pleasure, Your safety"
,وَإِحْسَانَكَ وَغُفْرَانَكَ وَجِنَانَكَ,"Your kindness, Your forgiveness, and Your Paradise obligatory for me"
,وَأَسْأَلُك أَنْ تَفُكَّ عَنِّيْ كُلَّ حَلْقَةٍ,And I ask You to break every chain
,بَيْنِيْ وَبَيْنَ مَنْ يُؤْذِينِيْ,Between me and whoever would harm me
,وَتَفْتَحَ لِيْ كُلَّ بَابٍ,And to open every door for me
,وَتُلَيِّنَ لِيْ كُلَّ صَعْبٍ,And to soften every difficulty for me
,وَتُسَهِّلَ لِيْ كُلَّ عَسِيرٍ,And to make easy every hardship for me
,وَتُخْرِسَ عَنِّيْ كُلَّ نَاطِقٍ بِشَرٍّ,And to silence everyone who speaks evil of me
,وَتَكُفَّ عَنِّيْ كُلَّ بَاغٍ,And to restrain every transgressor against me
,وَتَكْبِتَ عَنِّيْ كُلَّ عَدُوٍّ لِيْ وَحَاسِدٍ,And to suppress every enemy and envier of mine
,وَتَمْنَعَ مِنِّي كُلَّ ظَالِمٍ,And to prevent every oppressor from me
,وَتَكْفِيَنِيْ كُلَّ عَائِقٍ يَحُولُ بَيْنِيْ وَبَيْنَ حَاجَتِيْ,And to suffice me against every obstacle that comes between me and my need
,وَيُحَاوِلُ أَنْ يُفَرِّقَ بَيْنِيْ وَبَيْنَ طَاعَتِكَ,And attempts to separate me from Your obedience
,وَيُثَبِّطَنِيْ عَنْ عِبَادَتِكَ,And discourages me from Your worship
,يَا مَنْ أَلْجَمَ الْجِنَّ الْمُتَمَرِّدِيْنَ,O One who bridled the rebellious jinn
,وَقَهَرَ عُتَاةَ الشَّيَاطِينِ,And subdued the insolent devils
,وَأَذَلَّ رِقَابَ الْمُتَجَبِّرِينَ,And humbled the necks of the tyrants
,وَرَدَّ كَيْدَ الْمُتَسَلِّطِينَ عَنِ الْمُسْتَضْعَفِينَ,And repelled the plots of the oppressors from the oppressed
,أَسْأَلُك بِقُدْرَتِكَ عَلَى مَا تَشَاءُ,I ask You by Your power over whatever You will
,وَتَسْهِيلِكَ لِمَا تَشَاءُ كَيْفَ تَشَاءُ,And Your making easy whatever You will however You will
,أَنْ تَجْعَلَ قَضَاءَ حَاجَتِيْ فِيمَا تَشَاءُ,That You grant the fulfillment of my need in what You will
,,
,اَللّٰهُمَّ لَكَ سَجَدْتُ,"O Allah, to You I have prostrated"
,وَبِكَ آمَنْتُ,And in You I have believed
,فَارْحَمْ ذُلِّيْ وَفَاقَتِي,So have mercy on my humility and my need
,وَاجْتِهَادِيْ وَتَضَرُّعِي,And my striving and my imploring
,وَمَسْكَنَتِيْ وَفَقْرِيْ إِلَيْكَ يَا رَبِّ,"And my destitution and my poverty before You, O Lord"
,,
