Line id,Arabic text,Translation
,يَا مَنْ إِلَيْهِ شَكَوْتُ أَحْوَالِيْ,O He to whom I complain about my conditions
,يَا رَبِّ يَا رَبِّ يَا رَبِّ,O Lord! O Lord! O Lord!
,قَوِّ عَلَى خِدْمَتِكَ جَوَارِحِيْ,Strengthen my limbs for Your service
,وَاشْدُدْ عَلَى الْعَزِيمَةِ جَوَانِحِيْ,And fortify my resolve in determination
,وَهَبْ لِيَ الْجِدَّ فِيْ خَشْيَتِكَ,And grant me earnestness in my fear of You
,وَالدَّوَامَ فِيْ الْاِتِّصَالِ بِخِدْمَتِكَ,And continuity in my being joined to Your service
,حَتّىٰ أَسْرَحَ إِلَيْكَ فِيْ مَيَادِينِ السَّابِقِينَ,So that I may move toward You in the fields of the foremost
,وَأُسْرِعَ إِلَيْكَ فِيْ البَارِزِينَ,And hurry to You among those who hasten
,وَأَشْتَاقَ إِلٰى قُرْبِكَ فِيْ الْمُشْتَاقِينَ,And yearn for Your nearness among the yearning
,وَأَدْنُوَ مِنْكَ دُنُوَّ الْمُخْلِصِينَ,And draw near to You with the nearness of the sincere
,وَأَخَافَكَ مَخَافَةَ الْمُوقِنِيْنَ,And fear You with the fear of those who have certainty
,وَأَجْتَمِعَ فِيْ جِوَارِكَ مَعَ الْمُؤْمِنِيْنَ,And gather in Your vicinity with the believers
,اَللّٰهُمَّ وَمَنْ أَرَادَنِيْ بِسُوءٍ فَأَرِدْهُ,"O Allah, whoever wishes me evil, wish him the same"
,وَمَنْ كَادَنِيْ فَكِدْهُ,"And whoever plots against me, plot against him"
,وَاجْعَلْنِيْ مِنْ أَحْسَنِ عَبِيدِكَ نَصِيبًا عِنْدَكَ,And make me among the best of Your servants in share with You
,وَأَقْرَبِهِمْ مَنْزِلَةً مِنْكَ,And the nearest of them in station to You
,وَأَخَصِّهِمْ زُلْفَةً لَدَيْكَ,And the most privileged of them in proximity to You
,فَإِنَّهُ لَايُنَالُ ذٰلِكَ إِلَّا بِفَضْلِكَ,For that cannot be attained except by Your grace
,وَجُدْ لِيْ بِجُودِكَ,So grant me generously by Your generosity
,وَاعْطِفْ عَلَيَّ بِمَجْدِكَ,And be compassionate to me by Your glory
,وَاحْفَظْنِيْ بِرَحْمَتِكَ,And protect me by Your mercy
,وَاجْعَلْ لِسَانِيْ بِذِكْرِكَ لَهِجًا,And make my tongue dedicated to Your remembrance
,وَقَلْبِىْ بِحُبِّكَ مُتَيَّمًا,And my heart enthralled with Your love
,وَمُنَّ عَلَيَّ بِحُسْنِ إِجَابَتِكَ,And grant me the favor of Your good response
,وَأَقِلْنِيْ عَثْرَتِيْ,And overlook my stumbling
,وَاغْفِرْ زَلَّتِيْ,And forgive my slip
,فَإِنَّكَ قَضَيْتَ عَلَى عِبَادِكَ بِعِبَادَتِكَ,For You have decreed upon Your servants Your worship
,وَأَمَرْتَهُمْ بِدُعَائِكَ,And You have commanded them to supplicate to You
,وَضَمِنْتَ لَهُمُ الْإِجَابَةَ,And You have assured them of a response
,فَإِلَيْكَ يَارَبِّ نَصَبْتُ وَجْهِيْ,"So to You, O Lord, I have turned my face"
,وَإِلَيْكَ يَا رَبِّ مَدَدْتُ يَدِيْ,"And to You, O Lord, I have extended my hand"
,فَبِعِزَّتِكَ اسْتَجِبْ لِيْ دُعَائِيْ,"So by Your might, answer my prayer"
,وَبَلِّغْنِيْ مُنَايَ,And allow me to attain my desires
,وَلَا تَقْطَعْ مِنْ فَضْلِكَ رَجَائِيْ,And do not cut off my hope from Your favor
,وَاكْفِنِيْ شَرَّ الْجِنِّ وَالْإِنْسِ مِنْ أَعْدَائِيْ,And spare me the evil of the jinn and mankind from among my enemies
,يَا سَرِيْعَ الرِّضَا,O Quick to be pleased
,اِغْفِرْ لِمَنْ لَايَمْلِكُ إِلَّا الدُّعَاءَ,Forgive the one who owns nothing but supplication
,فَإِنَّكَ فَعَّالٌ لِمَا تَشَاءُ,For You do whatever You will
,يَا مَنِ اسْمُهُ دَوَاءٌ,O He whose name is a remedy
,وَذِكْرُهُ شِفَاءٌ,And whose remembrance is a healing
,وَطَاعَتُهُ غِنًى,And whose obedience is wealth
,اِرْحَمْ مَنْ رَأْسُ مَالِهِ الرَّجَاءُ,Have mercy on one whose capital is hope
,وَسِلاحُهُ الْبُكَاءُ,And whose weapon is weeping
,يَا سَابِغَ النِّعَمِ,O Perfector of blessings
,يَا دَافِعَ النِّقَمِ,O Repeller of adversities
,يَا نُورَ الْمُسْتَوْحِشِينَ فِيْ الظُّلَمِ,O Light of those who are lonely in darkness
,يَا عَالِمًا لَايُعَلَّمُ,O Knower who was never taught
,صَلِّ عَلٰى مُحَمَّدٍ وَ آلِ مُحَمَّدٍ,Send blessings upon Muhammad and the family of Muhammad
,وَافْعَلْ بِىْ مَا أَنْتَ أَهْلُهُ,And do with me what is worthy of You
,وَصَلَّى اللَّهُ عَلَى رَسُوْ لِهِ وَالْأَئِمَّةِ الْمَيَامِيْنَ مِنْ آلِهِ,And may Allah bless His Messenger and the blessed Imams of his family
,وَسَلَّمَ تَسْلِيْمًا كَثِيرًا,And give them abundant peace
